LoanID	BorrowerID	LoanPurpose	LoanStatus	RepaymentStatus	default_reason	StartDate	Amount	grossrate	PrincipalOutstanding	term	MaturityDate	DaysEarly
41371	2212510	Personal Loan	Active	Repaying		2021-09-14	7875.0	4.00157	7446.09	48	2025-09-14	
41358	4045009	Personal Loan	Active	Repaying		2021-09-13	13125.0	4.00157	12574.48	60	2026-09-13	
41355	2238746	Personal Loan	Active	Repaying		2021-09-10	2100.0	4.00157	1591.85	12	2022-09-10	
41351	4245265	Personal Loan	Active	Repaying		2021-09-10	5250.0	4.00157	5041.08	60	2026-09-10	
41350	4234269	Personal Loan	Settled	Repaid		2021-09-10	2625.0	4.00157	0.0	12	2022-01-19	234.0
41352	903307	Personal Loan	Active	Repaying		2021-09-10	2100.0	4.00157	1865.62	24	2023-09-10	
41357	2018313	Personal Loan	Active	Repaying		2021-09-10	3150.0	4.00157	2793.73	24	2023-09-10	
41318	4235987	Personal Loan	Active	Repaying		2021-09-09	5250.0	4.00157	4650.47	24	2023-09-28	
41319	2249032	Personal Loan	Active	Repaying		2021-09-09	4200.0	4.00157	3991.04	60	2026-09-09	
41347	3212050	Personal Loan	Active	Repaying		2021-09-09	2887.5	4.00157	2777.22	60	2026-09-27	
41320	872831	Personal Loan	Active	Repaying		2021-09-09	4725.0	4.00157	4527.02	60	2026-09-09	
41349	629118	Personal Loan	Active	Repaying		2021-09-09	2415.0	4.00157	2321.22	60	2026-09-09	
41348	3421741	Personal Loan	Active	Repaying		2021-09-09	5775.0	4.00157	5460.56	48	2025-09-09	
41315	569012	Personal Loan	Active	Repaying		2021-09-08	9450.0	4.50024	9074.2	60	2026-09-08	
41316	1572236	Personal Loan	Active	Repaying		2021-09-08	5250.0	4.50024	5071.14	60	2026-09-08	
41306	4143140	Personal Loan	Active	Repaying		2021-09-08	15750.0	4.00157	14932.81	60	2026-08-28	
41312	511128	Personal Loan	Active	Repaying		2021-09-08	3150.0	4.50024	2914.77	36	2024-09-08	
41305	2335955	Personal Loan	Active	Late		2021-09-08	10395.0	4.00157	10230.31	48	2025-09-08	
41314	1859864	Personal Loan	Active	Repaying		2021-09-08	3150.0	4.50024	3018.22	60	2026-09-08	
41308	3161031	Personal Loan	Active	Repaying		2021-09-08	2100.0	4.00157	1943.21	36	2024-09-08	
41310	1555741	Personal Loan	Active	Repaying		2021-09-08	5250.0	4.50024	5049.52	60	2026-09-08	
41307	1954640	Personal Loan	Active	Repaying		2021-09-08	9240.0	4.50024	8872.62	60	2026-09-08	
41317	3415076	Personal Loan	Active	Repaying		2021-09-08	5250.0	4.50024	4880.97	36	2024-09-08	
41309	1930131	Personal Loan	Active	Repaying		2021-09-08	1100.0	4.50024	971.71	24	2023-09-08	
41313	3822407	Personal Loan	Active	Repaying		2021-09-08	3150.0	4.50024	2978.53	48	2025-09-08	
41311	2008769	Personal Loan	Active	Repaying		2021-09-08	2940.0	4.50024	2597.14	24	2023-09-08	
41290	2724817	Personal Loan	Active	Repaying		2021-09-07	6300.0	4.00157	5981.23	48	2025-09-07	
41299	1276269	Personal Loan	Active	Repaying		2021-09-07	7350.0	4.50024	7080.12	60	2026-09-07	
41303	561728	Personal Loan	Active	Repaying		2021-09-07	10500.0	4.50024	10134.87	60	2026-09-07	
41296	3669131	Personal Loan	Active	Repaying		2021-09-07	4987.5	4.00157	4732.04	48	2025-09-07	
41301	1271214	Personal Loan	Active	Repaying		2021-09-07	26250.0	4.50024	25151.6	60	2026-09-07	
41291	2195776	Personal Loan	Active	Repaying		2021-09-07	3150.0	4.00157	2791.53	24	2023-09-16	
41304	4138169	Personal Loan	Active	Repaying		2021-09-07	7875.0	4.50024	7488.27	48	2025-09-07	
41295	277908	Personal Loan	Active	Late		2021-09-07	5775.0	4.00157	5775.0	60	2026-09-07	
41288	4159193	Personal Loan	Active	Repaying		2021-09-07	3150.0	4.00157	2917.26	36	2024-09-07	
41293	4238536	Personal Loan	Active	Repaying		2021-09-07	5250.0	4.00157	4878.95	36	2024-09-07	
41289	3017283	Personal Loan	Active	Repaying		2021-09-07	3150.0	4.00157	3018.22	60	2026-09-07	
41300	3659421	Personal Loan	Active	Repaying		2021-09-07	3150.0	4.00157	2782.77	24	2023-09-07	
41298	4167761	Personal Loan	Active	Repaying		2021-09-07	5250.0	4.50024	5046.82	60	2026-09-01	
41294	2571181	Personal Loan	Active	Repaying		2021-09-07	5250.0	4.00157	5056.77	60	2026-09-07	
41292	3005919	Personal Loan	Active	Repaying		2021-09-07	8400.0	4.00157	8048.5	60	2026-09-07	
41297	3608976	Personal Loan	Active	Repaying		2021-09-07	5565.0	4.00157	5261.85	48	2025-09-07	
41287	2661629	Personal Loan	Active	Repaying		2021-09-07	7350.0	4.00157	6829.58	36	2024-09-07	
41302	3734787	Personal Loan	Active	Repaying		2021-09-07	6825.0	4.50024	6453.56	48	2025-09-18	
41279	4226057	Personal Loan	Active	Repaying		2021-09-06	3150.0	4.50024	2782.77	24	2023-09-06	
41267	2860180	Personal Loan	Active	Repaying		2021-09-06	10500.0	4.50024	9756.72	36	2024-09-06	
41276	4227513	Personal Loan	Active	Repaying		2021-09-06	1650.0	4.50024	1531.55	36	2024-09-06	
41280	3369648	Personal Loan	Active	Repaying		2021-09-06	15750.0	4.50024	15008.67	48	2025-09-06	
41270	776107	Personal Loan	Active	Repaying		2021-09-06	2100.0	4.00157	1590.35	12	2022-09-06	
41277	4229352	Personal Loan	Settled	Repaid		2021-09-06	4200.0	4.50024	0.0	48	2022-01-26	1319.0
41283	3512585	Personal Loan	Active	Repaying		2021-09-06	5250.0	4.50024	5030.34	60	2026-09-06	
41269	4223390	Personal Loan	Active	Repaying		2021-09-06	10500.0	4.50024	10060.65	60	2026-09-06	
41282	1216249	Personal Loan	Settled	Repaid		2021-09-06	13650.0	4.50024	0.0	60	2021-09-27	1805.0
41271	4222677	Personal Loan	Active	Repaying		2021-09-06	3150.0	4.50024	2985.39	48	2025-09-06	
41275	3095312	Personal Loan	Settled	Repaid		2021-09-06	21000.0	4.50024	0.0	60	2021-09-14	1818.0
41268	4123228	Personal Loan	Active	Repaying		2021-09-06	4200.0	4.00157	3980.8	48	2025-09-06	
41278	1262670	Personal Loan	Active	Repaying		2021-09-06	21525.0	4.50024	20624.33	60	2026-09-06	
41281	2318024	Personal Loan	Active	Repaying		2021-09-06	15750.0	4.50024	14673.45	36	2024-09-24	
41272	3382797	Personal Loan	Active	Repaying		2021-09-06	7350.0	4.50024	6806.69	36	2024-09-06	
41284	3017765	Personal Loan	Active	Repaying		2021-09-06	2520.0	4.00157	2333.8	36	2024-09-06	
41285	1477951	Personal Loan	Active	Repaying		2021-09-06	10500.0	4.50024	9929.49	48	2025-09-20	
41274	1542647	Personal Loan	Settled	Repaid		2021-09-06	4725.0	4.50024	0.0	48	2021-12-16	1360.0
41266	809262	Personal Loan	Settled	Repaid		2021-09-06	13125.0	4.00157	0.0	60	2021-09-08	1824.0
41273	4143864	Personal Loan	Active	Repaying		2021-09-06	2100.0	4.00157	2001.03	48	2025-09-06	
41286	3837503	Personal Loan	Active	Repaying		2021-09-06	10500.0	4.50024	10134.87	60	2026-09-06	
41260	1078194	Personal Loan	Active	Repaying		2021-09-03	26250.0	4.50024	25233.08	60	2026-09-03	
41262	4136127	Personal Loan	Active	Repaying		2021-09-03	3150.0	4.00157	3028.25	60	2026-09-03	
41265	4012388	Personal Loan	Active	Repaying		2021-09-03	2100.0	4.50024	1949.01	36	2024-09-03	
41261	437492	Personal Loan	Active	Repaying		2021-09-03	5250.0	4.00157	4981.19	48	2025-09-03	
41255	3676173	Personal Loan	Active	Repaying		2021-09-03	13650.0	4.50024	13129.73	60	2026-09-03	
41258	2652229	Personal Loan	Active	Repaying		2021-09-03	2100.0	4.00157	1866.72	24	2023-09-03	
41263	1900942	Personal Loan	Defaulted	Defaulted	Unspecified	2021-09-03	2100.0	4.00157	2100.0	12	2022-01-10	236.0
41254	3545400	Personal Loan	Active	Repaying		2021-09-03	6300.0	4.00157	6049.66	60	2026-09-03	
41253	3376137	Personal Loan	Active	Repaying		2021-09-03	7350.0	4.00157	7065.5	60	2026-09-03	
41250	2139719	Personal Loan	Active	Repaying		2021-09-03	7350.0	4.00157	6847.53	36	2024-09-03	
41257	886822	Personal Loan	Active	Repaying		2021-09-03	7875.0	4.50024	7585.73	60	2026-09-03	
41259	4188136	Personal Loan	Active	Late		2021-09-03	7875.0	4.50024	7514.44	36	2024-09-03	
41251	3238521	Personal Loan	Cancelled	Repaid		2021-09-03	21000.0	4.00157	0.0	60	2026-09-03	0.0
41264	2570812	Personal Loan	Active	Repaying		2021-09-03	2100.0	4.00157	1754.64	36	2024-09-03	
41256	2282118	Personal Loan	Active	Repaying		2021-09-03	1650.0	4.00157	1566.71	48	2025-09-03	
41252	3317946	Personal Loan	Active	Repaying		2021-09-03	1100.0	4.00157	1057.63	60	2026-09-03	
41249	364759	Personal Loan	Settled	Repaid		2021-09-02	3150.0	4.00157	0.0	48	2021-11-22	1380.0
41243	4172082	Personal Loan	Active	Repaying		2021-09-02	4200.0	4.00157	3993.85	48	2025-09-02	
41247	2734308	Personal Loan	Active	Repaying		2021-09-02	3675.0	4.00157	3259.26	24	2023-09-02	
41244	4206984	Personal Loan	Active	Repaying		2021-09-02	15750.0	4.00157	15123.87	60	2026-09-02	
41248	3976929	Personal Loan	Settled	Repaid		2021-09-02	1100.0	4.00157	0.0	60	2021-12-17	1720.0
41245	4222146	Personal Loan	Active	Repaying		2021-09-02	6300.0	4.00157	5990.52	48	2025-09-02	
41242	3940274	Personal Loan	Active	Repaying		2021-09-02	6300.0	4.00157	5829.71	36	2024-09-09	
41246	2067806	Personal Loan	Active	Repaying		2021-09-02	4200.0	4.00157	3722.03	24	2023-09-02	
41236	118538	Personal Loan	Active	Repaying		2021-09-01	10500.0	4.00157	9929.49	48	2025-09-01	
41239	4117183	Personal Loan	Active	Repaying		2021-09-01	21000.0	4.50024	20121.27	60	2026-09-01	
41238	105627	Personal Loan	Active	Repaying		2021-09-01	15750.0	4.00157	15123.87	60	2026-09-01	
41237	704615	Personal Loan	Settled	Repaid		2021-09-01	1100.0	4.00157	0.0	12	2021-10-08	328.0
41240	4219642	Personal Loan	Active	Repaying		2021-09-01	4725.0	4.00157	4372.29	36	2024-09-01	
41241	1927895	Personal Loan	Active	Repaying		2021-09-01	10500.0	4.00157	10060.65	60	2026-09-01	
41227	3989470	Personal Loan	Active	Repaying		2021-08-31	5250.0	4.00157	5041.08	60	2026-09-01	
41229	1784873	Personal Loan	Active	Repaying		2021-08-31	2625.0	4.00157	2392.48	30	2024-03-01	
41235	1258171	Personal Loan	Active	Repaying		2021-08-31	3150.0	4.00157	3001.54	48	2025-09-01	
41228	1001187	Personal Loan	Active	Repaying		2021-08-31	7875.0	4.00157	7463.67	48	2025-09-01	
41234	641172	Personal Loan	Settled	Repaid		2021-08-31	2310.0	4.00157	0.0	36	2021-12-10	995.0
41230	4203566	Personal Loan	Active	Repaying		2021-08-31	4200.0	4.00157	3985.03	48	2025-09-01	
41231	864694	Personal Loan	Active	Repaying		2021-08-31	2625.0	4.00157	2327.95	24	2023-09-01	
41232	4142567	Personal Loan	Active	Repaying		2021-08-31	3675.0	4.00157	3269.47	24	2023-09-01	
41233	3698586	Personal Loan	Cancelled	Repaid		2021-08-31	6300.0	4.50024	0.0	48	2025-09-01	-1.0
41225	73696	Personal Loan	Active	Repaying		2021-08-27	9975.0	4.00157	8965.49	36	2024-08-27	
41226	1096177	Personal Loan	Active	Repaying		2021-08-27	8925.0	4.00157	8449.74	60	2026-08-27	
41223	489944	Personal Loan	Active	Repaying		2021-08-26	6300.0	4.00157	5842.2	48	2025-08-26	
41224	4201677	Personal Loan	Active	Repaying		2021-08-26	7875.0	4.00157	7495.7	60	2026-08-26	
41222	728427	Personal Loan	Active	Repaying		2021-08-26	2625.0	4.00157	2495.77	60	2026-08-26	
41214	4131887	Personal Loan	Active	Repaying		2021-08-25	5250.0	4.00157	4894.66	48	2025-08-25	
41215	4186599	Personal Loan	Active	Repaying		2021-08-25	10500.0	4.50024	9736.99	48	2025-08-28	
41217	1753292	Personal Loan	Active	Repaying		2021-08-25	3150.0	4.00157	2982.14	60	2026-08-25	
41219	4153497	Personal Loan	Active	Repaying		2021-08-25	26250.0	4.50024	25151.6	60	2026-09-02	
41221	3689044	Personal Loan	Active	Repaying		2021-08-25	2205.0	4.00157	2096.18	60	2026-08-25	
41216	3341718	Personal Loan	Active	Repaying		2021-08-25	2625.0	4.00157	2362.89	36	2024-08-25	
41220	4110589	Personal Loan	Active	Repaying		2021-08-25	1650.0	4.00157	1562.15	60	2026-08-25	
41218	126175	Personal Loan	Active	Repaying		2021-08-25	7875.0	4.50024	7545.5	60	2026-09-08	
41206	2833509	Personal Loan	Active	Repaying		2021-08-24	21000.0	4.00157	19988.35	60	2026-08-24	
41211	477971	Personal Loan	Active	Repaying		2021-08-24	1100.0	4.00157	1041.42	60	2026-08-25	
41207	3922397	Personal Loan	Settled	Repaid		2021-08-24	2100.0	4.00157	0.0	60	2021-10-06	1783.0
41208	4085676	Personal Loan	Active	Repaying		2021-08-24	7350.0	4.00157	6958.72	60	2026-08-24	
41210	4074526	Personal Loan	Active	Repaying		2021-08-24	8925.0	4.50024	8485.95	60	2026-08-24	
41212	535755	Personal Loan	Active	Repaying		2021-08-24	3675.0	4.00157	3097.1	24	2023-08-24	
41213	1986913	Personal Loan	Active	Repaying		2021-08-24	5250.0	4.50024	4991.56	60	2026-08-24	
41209	4084576	Personal Loan	Active	Repaying		2021-08-24	17955.0	4.50024	17259.09	60	2026-09-01	
41188	4180713	Personal Loan	Active	Repaying		2021-08-23	2625.0	4.00157	2491.17	60	2026-08-23	
41192	3467459	Personal Loan	Active	Repaying		2021-08-23	3150.0	4.00157	2973.76	60	2026-08-23	
41191	1358304	Personal Loan	Active	Repaying		2021-08-23	2100.0	4.00157	1890.27	36	2024-08-23	
41187	4169954	Personal Loan	Active	Repaying		2021-08-23	3150.0	4.00157	2986.86	60	2026-08-23	
41197	3227526	Personal Loan	Active	Repaying		2021-08-23	2625.0	4.00157	2304.11	30	2024-02-23	
41193	4124921	Personal Loan	Active	Repaying		2021-08-23	3675.0	4.00157	3324.84	36	2024-08-23	
41203	1308689	Personal Loan	Active	Repaying		2021-08-23	2625.0	4.00157	2212.21	24	2023-08-23	
41189	943466	Personal Loan	Active	Late		2021-08-23	4515.0	4.00157	4296.92	48	2025-08-23	
41194	4073572	Personal Loan	Active	Repaying		2021-08-23	5250.0	4.00157	4882.97	48	2025-08-23	
41201	4174818	Personal Loan	Active	Repaying		2021-08-23	3150.0	4.50024	2973.76	60	2026-08-23	
41195	301481	Personal Loan	Active	Repaying		2021-08-23	3150.0	4.00157	2661.42	24	2023-08-23	
41185	4181419	Personal Loan	Active	Repaying		2021-08-23	3150.0	4.00157	2831.04	36	2024-08-23	
41200	2084064	Personal Loan	Active	Repaying		2021-08-23	3150.0	4.00157	2923.81	36	2024-09-01	
41186	1856224	Personal Loan	Active	Repaying		2021-08-23	2100.0	4.00157	1988.28	60	2026-08-23	
41202	1587200	Personal Loan	Active	Repaying		2021-08-23	5250.0	4.00157	4868.49	48	2025-08-23	
41196	816495	Personal Loan	Active	Repaying		2021-08-23	7875.0	4.50024	7397.83	54	2026-02-23	
41199	4098395	Personal Loan	Active	Repaying		2021-08-23	2100.0	4.00157	1905.55	36	2024-08-23	
41190	2930898	Personal Loan	Settled	Repaid		2021-08-23	7350.0	4.00157	0.0	36	2022-01-13	953.0
41198	4054176	Personal Loan	Active	Late		2021-08-23	5250.0	4.50024	5250.0	60	2026-08-23	
41204	1139707	Personal Loan	Active	Repaying		2021-08-23	8400.0	4.00157	7953.15	60	2026-08-23	
41205	4010924	Personal Loan	Active	Repaying		2021-08-23	7560.0	4.50024	7157.53	60	2026-08-23	
41177	1120592	Personal Loan	Active	Repaying		2021-08-20	3990.0	4.00157	3793.4	60	2026-08-20	
41179	4123438	Personal Loan	Active	Repaying		2021-08-20	1100.0	4.00157	927.1	24	2023-08-20	
41180	1926939	Personal Loan	Active	Repaying		2021-08-20	5250.0	4.00157	4956.24	60	2026-08-20	
41181	1130948	Personal Loan	Active	Repaying		2021-08-20	6300.0	4.50024	5670.9	36	2024-08-20	
41183	3202640	Personal Loan	Active	Repaying		2021-08-20	4935.0	4.50024	4610.02	48	2025-08-23	
41176	3895597	Personal Loan	Active	Repaying		2021-08-20	15750.0	4.50024	15184.17	60	2026-09-01	
41182	3120664	Personal Loan	Settled	Repaid		2021-08-20	1210.0	4.00157	0.0	60	2021-12-07	1717.0
41174	1913968	Personal Loan	Active	Repaying		2021-08-20	10500.0	4.50024	7790.84	18	2023-02-20	
41178	4119690	Personal Loan	Active	Late		2021-08-20	10500.0	4.50024	10223.02	60	2026-08-20	
41175	2486302	Personal Loan	Active	Repaying		2021-08-20	2100.0	4.00157	1425.91	12	2022-08-20	
41184	822617	Personal Loan	Active	Repaying		2021-08-20	4200.0	4.00157	3545.02	24	2023-08-20	
41173	1817286	Personal Loan	Active	Repaying		2021-08-20	6300.0	4.00157	5964.86	60	2026-08-20	
41172	3642793	Personal Loan	Active	Repaying		2021-08-19	10395.0	4.50024	9841.77	60	2026-08-19	
41162	4163072	Personal Loan	Active	Repaying		2021-08-19	17325.0	4.50024	16113.97	48	2025-08-19	
41168	1289713	Personal Loan	Active	Repaying		2021-08-19	2100.0	4.00157	1988.28	60	2026-08-24	
41165	3284970	Personal Loan	Active	Repaying		2021-08-19	2100.0	4.00157	1963.65	60	2026-09-01	
41169	4125680	Personal Loan	Active	Repaying		2021-08-19	1100.0	4.00157	990.01	36	2024-08-19	
41161	166289	Personal Loan	Settled	Repaid		2021-08-19	1100.0	4.00157	0.0	12	2021-12-16	246.0
41157	4170765	Personal Loan	Active	Repaying		2021-08-19	4200.0	4.50024	3801.7	36	2024-08-19	
41160	2574875	Personal Loan	Active	Repaying		2021-08-19	26250.0	4.50024	24781.11	60	2026-08-19	
41171	1196726	Personal Loan	Active	Repaying		2021-08-19	7350.0	4.50024	6988.27	60	2026-08-19	
41154	1226706	Personal Loan	Active	Repaying		2021-08-19	3150.0	4.00157	2921.09	48	2025-08-19	
41166	4166902	Personal Loan	Active	Repaying		2021-08-19	6300.0	4.50024	5964.86	60	2026-08-19	
41170	4170709	Personal Loan	Active	Repaying		2021-08-19	5250.0	4.50024	4718.61	36	2024-08-19	
41163	2163892	Personal Loan	Active	Repaying		2021-08-19	4200.0	4.50024	3799.73	36	2024-08-19	
41156	3591641	Personal Loan	Active	Repaying		2021-08-19	10500.0	4.50024	9994.44	60	2026-08-19	
41167	1661791	Personal Loan	Active	Repaying		2021-08-19	5250.0	4.50024	4992.19	48	2025-08-19	
41153	286089	Personal Loan	Settled	Repaid		2021-08-19	3150.0	4.00157	0.0	24	2021-12-07	620.0
41155	1255871	Personal Loan	Active	Repaying		2021-08-19	5250.0	4.00157	4970.42	60	2026-08-19	
41158	3946840	Personal Loan	Active	Repaying		2021-08-19	3150.0	4.00157	2926.05	36	2024-09-02	
41159	2760961	Personal Loan	Active	Repaying		2021-08-19	3150.0	4.50024	2779.59	24	2023-09-03	
41142	4086281	Personal Loan	Active	Repaying		2021-08-18	5250.0	4.50024	4904.47	48	2025-08-18	
41144	3472113	Personal Loan	Active	Repaying		2021-08-18	18007.5	4.50024	16841.74	48	2025-08-18	
41147	4166864	Personal Loan	Active	Repaying		2021-08-18	5250.0	4.50024	4996.94	60	2026-08-18	
41146	3470081	Personal Loan	Active	Repaying		2021-08-18	10500.0	4.50024	9461.14	36	2024-08-18	
41145	1659671	Personal Loan	Active	Repaying		2021-08-18	4725.0	4.00157	4404.95	48	2025-08-28	
41140	4002317	Personal Loan	Active	Repaying		2021-08-18	2100.0	4.00157	1779.94	24	2023-08-18	
41150	2157946	Personal Loan	Active	Repaying		2021-08-18	10500.0	4.50024	8862.28	24	2023-08-18	
41138	4169777	Personal Loan	Active	Repaying		2021-08-18	5250.0	4.50024	4744.9	36	2024-08-18	
41149	2721518	Personal Loan	Active	Repaying		2021-08-18	3675.0	4.50024	3503.78	60	2026-08-18	
41152	140120	Personal Loan	Settled	Repaid		2021-08-18	6825.0	4.50024	0.0	60	2021-10-05	1778.0
41141	2413793	Personal Loan	Active	Repaying		2021-08-18	4200.0	4.00157	3976.59	60	2026-08-18	
41148	3342604	Personal Loan	Active	Repaying		2021-08-18	3150.0	4.00157	2849.95	36	2024-08-18	
41143	2926819	Personal Loan	Active	Repaying		2021-08-18	7350.0	4.50024	6988.27	60	2026-08-18	
41139	1593121	Personal Loan	Active	Repaying		2021-08-18	3150.0	4.00157	2647.27	18	2023-03-01	
41151	4157757	Personal Loan	Active	Repaying		2021-08-18	3150.0	4.50024	2831.04	36	2024-08-18	
41118	3581995	Personal Loan	Active	Repaying		2021-08-17	5250.0	4.50024	4718.61	36	2024-08-17	
41137	4168432	Personal Loan	Active	Repaying		2021-08-17	3150.0	4.50024	2127.29	12	2022-08-17	
41132	2967231	Personal Loan	Active	Repaying		2021-08-17	1320.0	4.00157	1254.81	60	2026-08-17	
41115	1152509	Personal Loan	Active	Repaying		2021-08-17	10500.0	4.00157	9912.45	60	2026-08-17	
41119	3606767	Personal Loan	Active	Repaying		2021-08-17	4200.0	4.00157	3976.59	60	2026-08-17	
41121	4167061	Personal Loan	Active	Repaying		2021-08-17	3675.0	4.50024	3469.35	60	2026-08-17	
41125	717649	Personal Loan	Settled	Repaid		2021-08-17	2100.0	4.50024	0.0	48	2021-10-11	1406.0
41135	350202	Personal Loan	Settled	Repaid		2021-08-17	2100.0	4.00157	0.0	60	2021-10-04	1778.0
41122	2936546	Personal Loan	Active	Repaying		2021-08-17	2100.0	4.00157	1957.62	48	2025-08-17	
41129	1182791	Personal Loan	Active	Repaying		2021-08-17	10500.0	4.50024	10010.26	60	2026-08-28	
41117	4150937	Personal Loan	Active	Repaying		2021-08-17	13650.0	4.00157	12923.56	60	2026-08-17	
41131	1477471	Personal Loan	Active	Repaying		2021-08-17	3255.0	4.00157	3081.84	60	2026-08-17	
41120	390461	Personal Loan	Active	Repaying		2021-08-17	7875.0	4.50024	7455.93	60	2026-08-17	
41133	3935373	Personal Loan	Active	Repaying		2021-08-17	5250.0	4.50024	4991.56	60	2026-08-17	
41123	2793168	Personal Loan	Active	Repaying		2021-08-17	6300.0	4.50024	5842.2	48	2025-08-17	
41130	1942279	Personal Loan	Active	Repaying		2021-08-17	15750.0	4.50024	14911.89	60	2026-08-17	
41136	3940438	Personal Loan	Active	Repaying		2021-08-17	4200.0	4.50024	3764.88	36	2024-08-17	
41134	2131500	Personal Loan	Active	Repaying		2021-08-17	8400.0	4.50024	7823.06	60	2026-09-02	
41124	4148024	Personal Loan	Active	Repaying		2021-08-17	15750.0	4.50024	14911.89	60	2026-08-17	
41127	2645875	Personal Loan	Active	Repaying		2021-08-17	7014.0	4.50024	6317.11	48	2025-08-17	
41128	4157533	Personal Loan	Active	Repaying		2021-08-17	4200.0	4.00157	3559.87	24	2023-08-17	
41126	2040965	Personal Loan	Active	Repaying		2021-08-17	7875.0	4.50024	7434.35	60	2026-08-17	
41116	3901441	Personal Loan	Active	Repaying		2021-08-17	3675.0	4.00157	3422.95	48	2025-08-17	
41092	4124973	Personal Loan	Active	Repaying		2021-08-16	2100.0	4.50024	1947.38	48	2025-08-16	
41093	871913	Personal Loan	Active	Repaying		2021-08-16	3150.0	4.50024	2942.89	48	2025-08-16	
41094	2967402	Personal Loan	Active	Repaying		2021-08-16	21000.0	4.50024	19531.88	48	2025-08-16	
41095	1155676	Personal Loan	Active	Repaying		2021-08-16	2625.0	4.50024	2491.17	60	2026-08-16	
41097	1609751	Personal Loan	Active	Repaying		2021-08-16	18900.0	4.50024	17842.42	60	2026-08-16	
41098	1058201	Personal Loan	Active	Repaying		2021-08-16	2100.0	4.50024	1779.94	24	2023-08-16	
41100	3055066	Personal Loan	Active	Repaying		2021-08-16	5250.0	4.50024	4991.56	60	2026-08-16	
41101	544032	Personal Loan	Active	Repaying		2021-08-16	12600.0	4.50024	11684.39	48	2025-08-16	
41102	3571549	Personal Loan	Active	Repaying		2021-08-16	6300.0	4.50024	5915.76	48	2025-08-16	
41089	3937246	Personal Loan	Active	Repaying		2021-08-16	2100.0	4.00157	1977.35	54	2026-02-16	
41104	4130716	Personal Loan	Active	Repaying		2021-08-16	3150.0	4.50024	2831.04	36	2024-08-16	
41105	4158089	Personal Loan	Active	Repaying		2021-08-16	4200.0	4.50024	3565.43	24	2023-08-16	
41106	3271402	Personal Loan	Active	Repaying		2021-08-16	17850.0	4.50024	16924.05	60	2026-08-16	
