BorrowerID	total_loans	total_borrowed	balance	active	settled	defaults	delinquencies
14830	1	3063.14	0.0	0	1	0	0
14855	1	3118.21	0.0	0	1	0	0
14879	1	5141.52	0.0	0	1	0	0
14932	1	3083.92	0.0	0	1	0	0
15031	1	4786.58	0.0	0	1	0	0
15032	1	4191.18	0.0	0	1	0	0
15035	1	4099.16	0.0	0	1	0	0
15063	1	3169.41	0.0	0	1	0	0
15067	1	6168.51	0.0	0	1	0	0
15100	1	3627.8	0.0	0	1	0	0
15133	2	6290.5599999999995	0.0	0	2	0	0
15135	1	3491.13	0.0	0	1	0	0
15151	1	6048.52	0.0	0	1	0	0
15153	1	6113.26	0.0	0	1	0	0
15180	1	5040.6	0.0	0	1	0	0
15243	1	6435.0	0.0	0	1	0	0
15313	1	2218.73	0.0	0	1	0	0
15359	1	4267.67	0.0	0	1	0	0
15372	2	11576.189999999999	0.0	0	2	0	0
15449	1	15987.8	0.0	0	1	0	0
15636	1	3187.48	0.0	0	1	0	0
15647	1	6435.0	0.0	0	1	0	0
15701	2	8169.87	0.0	0	2	0	0
15748	1	5021.46	0.0	0	1	0	0
15763	1	5116.07	0.0	0	1	0	0
15775	1	3063.05	0.0	0	1	0	0
15840	1	3108.88	0.0	0	1	0	0
15854	1	5114.97	0.0	0	1	0	0
15855	1	3170.07	0.0	0	1	0	0
15859	1	5250.0	0.0	0	1	0	0
15917	1	5340.3	0.0	0	1	0	0
15928	1	6169.15	0.0	0	1	0	0
15933	1	6792.09	0.0	0	1	0	0
15943	1	2787.91	0.0	0	1	0	0
15951	1	6321.15	0.0	0	1	0	0
15994	1	5114.81	0.0	0	1	0	0
16046	1	4974.97	0.0	0	1	0	0
16056	1	3698.63	0.0	0	1	0	0
16110	1	15587.44	0.0	0	1	0	0
16148	1	7281.35	1964.37	0	0	1	0
16152	1	3109.36	0.0	0	1	0	0
16235	1	6251.5	0.0	0	1	0	0
16266	1	3745.76	0.0	0	1	0	0
16413	1	3105.69	0.0	0	1	0	0
16415	1	4602.96	0.0	0	1	0	0
16430	1	3118.14	0.0	0	1	0	0
16468	1	3109.07	0.0	0	1	0	0
16493	1	4145.43	0.0	0	1	0	0
16579	2	18482.95	0.0	0	2	0	0
16587	1	3108.98	0.0	0	1	0	0
16594	1	3820.9	0.0	0	1	0	0
16599	1	5115.13	0.0	0	1	0	0
16623	1	5115.13	0.0	0	1	0	0
16678	1	7315.0	0.0	0	1	0	0
16700	1	4156.99	0.0	0	1	0	0
16714	2	14870.99	0.0	0	2	0	0
16739	1	4157.94	0.0	0	1	0	0
16763	1	3072.79	0.0	0	1	0	0
16780	2	10083.810000000001	0.0	0	2	0	0
16802	1	7295.43	0.0	0	1	0	0
16813	1	3117.6	0.0	0	1	0	0
16855	1	4142.49	0.0	0	1	0	0
16892	2	9250.08	0.0	0	2	0	0
16914	1	4158.57	0.0	0	1	0	0
17030	1	4158.39	0.0	0	1	0	0
17120	1	3109.36	0.0	0	1	0	0
17149	1	5398.87	0.0	0	1	0	0
17255	2	8298.289999999999	0.0	0	2	0	0
17264	1	4146.04	0.0	0	1	0	0
17280	1	3638.29	0.0	0	1	0	0
17307	2	8251.08	0.0	0	2	0	0
17353	1	5040.39	0.0	0	1	0	0
17374	1	11668.24	7744.29	1	0	0	0
17490	1	3170.25	0.0	0	1	0	0
17539	1	5040.12	0.0	0	1	0	0
17551	1	2253.13	0.0	0	1	0	0
17553	1	4145.61	0.0	0	1	0	0
17689	1	10609.5	0.0	0	1	0	0
17711	1	13572.45	0.0	0	1	0	0
17728	1	3169.5	0.0	0	1	0	0
17739	1	3206.85	0.0	0	1	0	0
17753	1	3637.2	0.0	0	1	0	0
17822	1	3170.72	0.0	0	1	0	0
17836	1	5259.09	0.0	0	1	0	0
18038	2	8900.34	0.0	0	2	0	0
18049	1	6048.39	0.0	0	1	0	0
18112	1	1077.17	0.0	0	1	0	0
18248	1	4250.28	0.0	0	1	0	0
18335	1	3118.2	0.0	0	1	0	0
18664	1	13000.97	0.0	0	1	0	0
18909	1	2249.93	0.0	0	1	0	0
18944	1	4340.0	0.0	0	1	0	0
18972	2	11784.95	6175.11	0	1	1	0
19001	1	3072.06	0.0	0	1	0	0
19021	1	6756.13	0.0	0	1	0	0
19055	1	4145.86	0.0	0	1	0	0
19096	1	12543.29	0.0	0	1	0	0
19207	1	2063.44	0.0	0	1	0	0
19296	1	8088.89	4993.02	1	0	0	0
19298	1	4756.07	0.0	0	1	0	0
19314	1	5024.65	0.0	0	1	0	0
19317	1	4103.68	0.0	0	1	0	0
19362	1	4145.99	0.0	0	1	0	0
19437	1	4086.73	0.0	0	1	0	0
19479	1	4709.81	0.0	0	1	0	0
19507	1	3118.46	0.0	0	1	0	0
19536	1	5024.61	0.0	0	1	0	0
19537	1	6636.75	0.0	0	1	0	0
19580	1	3699.83	0.0	0	1	0	0
19615	1	3118.06	0.0	0	1	0	0
19654	1	7033.88	0.0	0	1	0	0
19661	1	3111.02	0.0	0	1	0	0
19676	2	11906.880000000001	0.0	0	2	0	0
19699	1	4339.96	0.0	0	1	0	0
19701	1	3117.8	0.0	0	1	0	0
19731	1	5141.27	0.0	0	1	0	0
19811	1	5625.85	0.0	0	1	0	0
19828	1	3420.85	0.0	0	1	0	0
19855	1	4158.02	0.0	0	1	0	0
19906	1	6342.45	0.0	0	1	0	0
19989	1	3108.74	0.0	0	1	0	0
20007	1	4156.88	0.0	0	1	0	0
20013	1	3132.42	0.0	0	1	0	0
20032	2	8221.22	0.0	0	2	0	0
20050	1	7197.17	0.0	0	1	0	0
20062	1	7033.71	0.0	0	1	0	0
20068	1	1108.89	0.0	0	1	0	0
20123	1	4142.49	0.0	0	1	0	0
20162	3	17153.9	0.0	0	3	0	0
20235	1	3117.67	0.0	0	1	0	0
20241	1	6237.57	0.0	0	1	0	0
20287	1	4456.26	0.0	0	1	0	0
20323	1	3118.85	0.0	0	1	0	0
20328	1	3109.49	0.0	0	1	0	0
20379	1	1637.95	0.0	0	1	0	0
20397	1	3065.24	0.0	0	1	0	0
20414	1	3325.79	0.0	0	1	0	0
20443	1	3033.0	0.0	0	1	0	0
20460	1	6037.82	0.0	0	1	0	0
20475	1	4086.99	0.0	0	1	0	0
20484	1	4214.34	0.0	0	1	0	0
20495	2	13087.310000000001	0.0	0	2	0	0
20509	1	3882.33	0.0	0	1	0	0
20520	1	5728.06	0.0	0	1	0	0
20535	1	3118.46	0.0	0	1	0	0
20540	1	7315.34	0.0	0	1	0	0
20563	1	1105.71	0.0	0	1	0	0
20594	1	1077.1	0.0	0	1	0	0
20610	1	3184.67	0.0	0	1	0	0
20651	1	5070.2	0.0	0	1	0	0
20727	1	5196.4	0.0	0	1	0	0
20751	1	4238.46	0.0	0	1	0	0
20773	2	6799.53	0.0	0	2	0	0
20778	1	5534.14	0.0	0	1	0	0
20790	2	11677.17	263.42	1	1	0	0
20791	1	4157.59	0.0	0	1	0	0
21008	1	4145.23	0.0	0	1	0	0
21041	1	8105.89	0.0	0	1	0	0
21050	2	12213.83	0.0	0	2	0	0
21051	1	5208.27	0.0	0	1	0	0
21167	1	5024.45	0.0	0	1	0	0
21193	1	3834.16	0.0	0	1	0	0
21240	1	5141.05	0.0	0	1	0	0
21266	1	1076.98	0.0	0	1	0	0
21450	1	3837.96	0.0	0	1	0	0
21451	1	5114.41	0.0	0	1	0	0
21486	2	10256.220000000001	0.0	0	2	0	0
21673	1	4107.16	0.0	0	1	0	0
21710	2	8518.24	0.0	0	2	0	0
21787	1	3200.73	0.0	0	1	0	0
21818	1	5142.25	0.0	0	1	0	0
21837	1	3117.98	0.0	0	1	0	0
21882	1	5780.14	0.0	0	1	0	0
21935	1	6684.64	0.0	0	1	0	0
21965	1	3610.89	0.0	0	1	0	0
21966	1	3118.52	0.0	0	1	0	0
21977	1	4142.51	0.0	0	1	0	0
21992	1	5142.03	0.0	0	1	0	0
22050	1	5141.37	0.0	0	1	0	0
22058	1	3170.23	0.0	0	1	0	0
22081	1	3170.23	0.0	0	1	0	0
22157	1	3117.73	0.0	0	1	0	0
22183	1	4084.05	0.0	0	1	0	0
22228	1	4096.26	0.0	0	1	0	0
22294	1	5114.8	0.0	0	1	0	0
22307	1	3169.85	0.0	0	1	0	0
22309	1	4101.01	0.0	0	1	0	0
22345	1	7047.2	0.0	0	1	0	0
22362	1	3171.18	0.0	0	1	0	0
22382	1	3111.54	0.0	0	1	0	0
22390	1	3118.77	0.0	0	1	0	0
22431	1	3171.18	0.0	0	1	0	0
22440	1	3117.72	0.0	0	1	0	0
22465	1	3063.38	0.0	0	1	0	0
22540	1	3095.05	0.0	0	1	0	0
22634	1	4157.15	0.0	0	1	0	0
22739	1	3065.13	0.0	0	1	0	0
22769	1	4261.43	0.0	0	1	0	0
22782	1	6321.11	1117.59	0	0	1	0
22807	1	6235.47	0.0	0	1	0	0
22812	1	4437.79	0.0	0	1	0	0
22822	1	4157.15	0.0	0	1	0	0
22827	1	5110.73	0.0	0	1	0	0
22891	1	3678.26	0.0	0	1	0	0
22928	1	3575.9	0.0	0	1	0	0
22961	1	3169.85	0.0	0	1	0	0
22982	1	4086.74	0.0	0	1	0	0
22994	1	3146.76	0.0	0	1	0	0
23025	1	3117.86	0.0	0	1	0	0
23147	1	5142.47	0.0	0	1	0	0
23158	1	2127.77	630.64	1	0	0	0
23162	1	3065.12	0.0	0	1	0	0
23164	1	4422.09	0.0	0	1	0	0
23193	1	4650.78	0.0	0	1	0	0
23200	1	3742.07	0.0	0	1	0	0
23215	1	4616.92	0.0	0	1	0	0
23340	1	3169.48	0.0	0	1	0	0
23484	1	5048.42	0.0	0	1	0	0
23530	1	11166.0	3839.24	1	0	0	0
23537	2	6222.719999999999	0.0	0	2	0	0
23558	1	3117.86	0.0	0	1	0	0
23713	3	13521.38	0.0	0	3	0	0
23806	1	2094.19	0.0	0	1	0	0
23816	1	5031.3	0.0	0	1	0	0
23947	1	3493.86	0.0	0	1	0	0
23965	1	4157.74	0.0	0	1	0	0
24094	1	3275.87	0.0	0	1	0	0
24129	1	5268.99	0.0	0	1	0	0
24161	1	3117.92	0.0	0	1	0	0
24167	1	3170.13	0.0	0	1	0	0
24192	1	4148.96	0.0	0	1	0	0
24198	1	4214.08	0.0	0	1	0	0
24210	2	9642.67	0.0	0	2	0	0
24251	1	3065.07	0.0	0	1	0	0
24259	1	4351.0	0.0	0	1	0	0
24262	1	3254.75	68.43	0	0	1	0
24272	1	3638.49	0.0	0	1	0	0
24310	1	6029.28	0.0	0	1	0	0
24324	1	7034.17	0.0	0	1	0	0
24389	1	2837.6	0.0	0	1	0	0
24395	1	3118.04	0.0	0	1	0	0
24405	1	3065.16	0.0	0	1	0	0
24444	1	3326.2	0.0	0	1	0	0
24453	2	8112.45	0.0	0	2	0	0
24475	1	4196.3	0.0	0	1	0	0
24480	1	4120.95	0.0	0	1	0	0
24495	1	3229.73	0.0	0	1	0	0
24513	1	3888.41	0.0	0	1	0	0
24528	1	6068.75	0.0	0	1	0	0
24611	1	3291.18	0.0	0	1	0	0
24623	1	4229.7	0.0	0	1	0	0
24632	1	3701.33	0.0	0	1	0	0
24715	1	5072.33	0.0	0	1	0	0
24743	1	7440.08	0.0	0	1	0	0
24752	2	6123.4	0.0	0	2	0	0
24760	1	4000.36	0.0	0	1	0	0
24774	1	4087.33	0.0	0	1	0	0
24781	1	5094.66	0.0	0	1	0	0
24795	1	4078.3	0.0	0	1	0	0
24799	1	4383.52	0.0	0	1	0	0
24822	2	10124.34	0.0	0	2	0	0
24861	1	3146.86	0.0	0	1	0	0
24865	1	3270.28	0.0	0	1	0	0
24873	1	3172.85	0.0	0	1	0	0
24874	1	4267.69	0.0	0	1	0	0
24883	2	7119.84	0.0	0	2	0	0
24943	1	3781.26	0.0	0	1	0	0
24956	2	11551.06	0.0	0	2	0	0
24969	1	4193.29	0.0	0	1	0	0
24993	1	7511.37	0.0	0	1	0	0
25028	1	3808.32	0.0	0	1	0	0
25065	1	1145.8	104.07	1	0	0	0
25083	1	5188.89	0.0	0	1	0	0
25108	1	4276.74	1352.14	1	0	0	0
25143	1	4194.07	0.0	0	1	0	0
25144	1	3142.85	0.0	0	1	0	0
25172	1	4192.76	0.0	0	1	0	0
25190	1	3077.16	0.0	0	1	0	0
25204	1	5094.29	0.0	0	1	0	0
25208	1	4917.03	0.0	0	1	0	0
25224	1	4087.31	0.0	0	1	0	0
25249	1	3102.5	0.0	0	1	0	0
25251	1	3720.08	0.0	0	1	0	0
25271	1	3076.98	0.0	0	1	0	0
25273	1	5386.36	0.0	0	1	0	0
25282	1	4163.43	0.0	0	1	0	0
25283	1	3074.17	0.0	0	1	0	0
25313	1	3077.11	0.0	0	1	0	0
25400	1	3147.05	0.0	0	1	0	0
25405	1	6487.04	0.0	0	1	0	0
25465	1	4173.91	0.0	0	1	0	0
25468	1	4343.81	0.0	0	1	0	0
25472	1	5604.1	0.0	0	1	0	0
25486	1	3074.34	0.0	0	1	0	0
25494	1	3143.17	0.0	0	1	0	0
25525	1	4087.31	0.0	0	1	0	0
25535	1	5416.87	0.0	0	1	0	0
25545	2	7299.06	0.0	0	2	0	0
25591	1	5094.56	0.0	0	1	0	0
25617	1	4124.28	0.0	0	1	0	0
25623	1	3138.02	0.0	0	1	0	0
25652	3	11646.86	0.0	0	3	0	0
25663	2	6137.27	0.0	0	2	0	0
25681	2	6244.98	0.0	0	2	0	0
25694	1	5253.6	0.0	0	1	0	0
25754	1	6083.97	0.0	0	1	0	0
25763	2	8805.41	0.0	0	2	0	0
25770	1	7881.15	0.0	0	1	0	0
25780	1	3065.78	0.0	0	1	0	0
25787	1	4230.57	0.0	0	1	0	0
25839	3	11174.82	0.0	0	3	0	0
25847	3	25947.66	0.0	0	3	0	0
25918	1	3065.86	0.0	0	1	0	0
25968	1	5094.64	0.0	0	1	0	0
25969	1	3172.66	0.0	0	1	0	0
25986	1	4124.28	0.0	0	1	0	0
25990	2	9444.71	0.0	0	2	0	0
26014	1	5448.53	0.0	0	1	0	0
26027	3	10850.89	0.0	0	3	0	0
26076	1	8605.01	0.0	0	1	0	0
26080	1	3628.49	0.0	0	1	0	0
26082	1	3077.19	0.0	0	1	0	0
26101	1	3897.77	0.0	0	1	0	0
26102	2	6230.34	0.0	0	2	0	0
26109	1	3110.14	0.0	0	1	0	0
26124	2	9263.25	0.0	0	2	0	0
26139	1	4303.82	0.0	0	1	0	0
26164	3	7893.25	0.0	0	3	0	0
26186	1	4193.89	0.0	0	1	0	0
26192	1	3670.33	0.0	0	1	0	0
26208	1	11191.0	4311.16	1	0	0	1
26211	2	10933.650000000001	0.0	0	2	0	0
26223	1	3732.48	0.0	0	1	0	0
26286	2	36237.25	0.0	0	2	0	0
26333	1	3825.61	0.0	0	1	0	0
26473	1	3552.3	0.0	0	1	0	0
26488	1	6224.2	0.0	0	1	0	0
26545	1	3586.53	0.0	0	1	0	0
26560	1	3628.41	0.0	0	1	0	0
26588	1	4143.92	0.0	0	1	0	0
26608	1	3065.7	0.0	0	1	0	0
26614	1	3065.7	0.0	0	1	0	0
26620	1	3198.51	375.58	0	0	1	0
26646	1	3576.65	0.0	0	1	0	0
26653	1	3576.6	0.0	0	1	0	0
26656	1	4143.88	0.0	0	1	0	0
26662	1	4143.88	0.0	0	1	0	0
26736	1	6084.72	0.0	0	1	0	0
26738	3	12885.939999999999	1272.3	1	2	0	0
26743	1	3145.87	0.0	0	1	0	0
26786	1	3146.0	0.0	0	1	0	0
26793	1	3652.64	0.0	0	1	0	0
26799	1	3146.0	0.0	0	1	0	0
26824	1	3239.97	0.0	0	1	0	0
26882	1	3576.5	0.0	0	1	0	0
26886	1	5069.77	0.0	0	1	0	0
26910	1	3105.55	0.0	0	1	0	0
26931	2	1571.0	0.0	0	1	0	0
26939	1	3420.96	0.0	0	1	0	0
26942	1	3659.63	0.0	0	1	0	0
26977	1	3074.34	0.0	0	1	0	0
26978	1	3229.55	0.0	0	1	0	0
27003	1	4717.94	0.0	0	1	0	0
27023	1	4078.22	0.0	0	1	0	0
27205	1	6224.99	0.0	0	1	0	0
27215	1	6590.97	0.0	0	1	0	0
27216	1	4143.98	0.0	0	1	0	0
27220	1	6508.63	736.48	0	0	1	0
27233	1	3268.55	0.0	0	1	0	0
27262	1	5072.5	0.0	0	1	0	0
27278	1	3130.89	0.0	0	1	0	0
27287	1	5069.9	0.0	0	1	0	0
27301	1	7609.69	6660.49	0	0	1	0
27324	1	3110.17	0.0	0	1	0	0
27331	1	6973.74	0.0	0	1	0	0
27343	1	3660.91	0.0	0	1	0	0
27420	1	3110.04	0.0	0	1	0	0
27425	2	7683.889999999999	0.0	0	2	0	0
27472	1	3065.7	0.0	0	1	0	0
27493	1	4433.16	0.0	0	1	0	0
27551	1	3939.29	0.0	0	1	0	0
27565	1	4402.97	0.0	0	1	0	0
27631	1	4192.0	0.0	0	1	0	0
27657	1	6017.96	0.0	0	1	0	0
27664	1	4309.64	0.0	0	1	0	0
27688	1	3109.94	0.0	0	1	0	0
27691	2	6960.1	0.0	0	2	0	0
27709	1	4077.78	0.0	0	1	0	0
27749	1	5070.16	0.0	0	1	0	0
27788	1	3110.2	0.0	0	1	0	0
27821	1	3628.56	0.0	0	1	0	0
27822	7	8711.28	0.0	0	7	0	0
27888	1	5070.08	0.0	0	1	0	0
27898	2	6838.83	1943.04	0	1	1	0
27958	1	4662.11	0.0	0	1	0	0
28035	1	4078.24	0.0	0	1	0	0
28059	1	4272.37	0.0	0	1	0	0
28074	1	6592.18	0.0	0	1	0	0
28118	1	3870.59	0.0	0	1	0	0
28153	1	4410.56	3955.52	0	0	1	0
28212	1	3670.86	0.0	0	1	0	0
28223	1	3378.3	410.65	1	0	0	0
28240	1	3670.86	0.0	0	1	0	0
28251	1	3771.71	0.0	0	1	0	0
28259	1	2148.2	0.0	0	1	0	0
28281	1	4183.54	0.0	0	1	0	0
28319	1	3228.79	1388.2	0	0	1	0
28320	1	3065.12	0.0	0	1	0	0
28377	1	4192.0	0.0	0	1	0	0
28408	1	5707.51	0.0	0	1	0	0
28422	1	5059.91	0.0	0	1	0	0
28430	1	3146.19	0.0	0	1	0	0
28458	1	4078.02	0.0	0	1	0	0
28459	1	4388.18	0.0	0	1	0	0
28464	1	4081.93	0.0	0	1	0	0
28484	1	4173.09	0.0	0	1	0	0
28485	1	3053.72	0.0	0	1	0	0
28489	1	5059.91	0.0	0	1	0	0
28490	1	5059.91	0.0	0	1	0	0
28492	2	12958.86	1190.55	1	1	0	0
28507	2	9400.05	3590.68	0	1	1	0
28518	1	3065.05	0.0	0	1	0	0
28524	1	5287.72	0.0	0	1	0	0
28561	1	3232.76	0.0	0	1	0	0
28598	1	4986.7	0.0	0	1	0	0
28623	1	3068.08	0.0	0	1	0	0
28644	1	3143.76	0.0	0	1	0	0
28671	1	3065.02	0.0	0	1	0	0
28695	1	4306.54	0.0	0	1	0	0
28715	2	6163.360000000001	0.0	0	2	0	0
28750	1	4304.96	0.0	0	1	0	0
28777	3	10308.46	0.0	0	3	0	0
28839	1	3562.96	0.0	0	1	0	0
28846	1	4077.91	0.0	0	1	0	0
28883	1	6226.42	0.0	0	1	0	0
28887	1	3359.0	0.0	0	1	0	0
28889	1	3090.59	0.0	0	1	0	0
28892	1	3229.73	0.0	0	1	0	0
28932	1	5347.0	0.0	0	1	0	0
28935	1	4081.96	0.0	0	1	0	0
28956	1	5366.39	0.0	0	1	0	0
28968	1	5548.7	0.0	0	1	0	0
28969	1	4078.35	0.0	0	1	0	0
28971	1	3053.8	0.0	0	1	0	0
28978	1	17600.55	12953.63	0	0	1	0
28985	1	4271.69	0.0	0	1	0	0
28989	2	7560.04	0.0	0	2	0	0
29052	1	6440.86	0.0	0	1	0	0
29067	1	3143.76	0.0	0	1	0	0
29077	1	3053.88	0.0	0	1	0	0
29100	1	5060.16	0.0	0	1	0	0
29120	1	5430.45	1882.77	0	0	1	0
29124	1	4405.99	0.0	0	1	0	0
29148	1	4078.19	0.0	0	1	0	0
29151	1	3142.84	0.0	0	1	0	0
29273	1	4706.56	0.0	0	1	0	0
29340	1	5406.39	0.0	0	1	0	0
29343	1	3229.17	0.0	0	1	0	0
29344	2	18131.1	3278.12	1	1	0	1
29357	1	6578.7	0.0	0	1	0	0
29399	1	3065.12	0.0	0	1	0	0
29493	1	3473.78	0.0	0	1	0	0
29496	1	3136.8	0.0	0	1	0	0
29498	1	4082.03	0.0	0	1	0	0
29499	1	6063.42	0.0	0	1	0	0
29502	1	4093.75	0.0	0	1	0	0
29506	1	5306.89	0.0	0	1	0	0
29540	1	3562.62	0.0	0	1	0	0
29545	1	3767.14	0.0	0	1	0	0
29601	1	4078.13	0.0	0	1	0	0
29621	1	3579.43	0.0	0	1	0	0
29638	1	4591.18	0.0	0	1	0	0
29662	1	3065.1	0.0	0	1	0	0
29683	1	1063.33	0.0	0	1	0	0
29684	1	25000.0	0.0	0	1	0	0
29722	1	3068.19	0.0	0	1	0	0
29740	1	4587.84	0.0	0	1	0	0
29752	1	3164.54	0.0	0	1	0	0
29769	1	4309.29	0.0	0	1	0	0
29775	1	5059.95	0.0	0	1	0	0
29786	1	5565.86	0.0	0	1	0	0
29792	1	3606.15	0.0	0	1	0	0
29800	1	4193.27	0.0	0	1	0	0
29805	1	5059.99	0.0	0	1	0	0
29815	1	5059.95	0.0	0	1	0	0
29833	1	3146.19	0.0	0	1	0	0
29856	1	5200.5	0.0	0	1	0	0
29860	1	3036.88	0.0	0	1	0	0
29862	1	3754.18	0.0	0	1	0	0
29887	1	5306.89	0.0	0	1	0	0
29888	1	4192.92	0.0	0	1	0	0
29900	1	3053.72	0.0	0	1	0	0
29902	1	4306.8	0.0	0	1	0	0
29918	1	3575.89	0.0	0	1	0	0
30015	1	3228.54	0.0	0	1	0	0
30021	1	3142.84	2762.6	0	0	1	0
30030	1	3562.62	0.0	0	1	0	0
30063	1	3257.12	0.0	0	1	0	0
30070	1	4324.6	3376.51	0	0	1	0
30088	1	4306.55	0.0	0	1	0	0
30097	1	3152.91	0.0	0	1	0	0
30101	1	3146.58	0.0	0	1	0	0
30114	3	16005.04	0.0	0	3	0	0
